108,428,289,3487
108,468,72,873
108,470,94,1131
108,489,127,1538
108,546,32,391
108,566,194,1093
108,615,101,867
108,619,129,937
108,620,137,954
108,629,180,1058
108,630,201,1110
108,825,285,3444
108,833,283,3420
108,854,65,787
108,858,68,823
108,869,128,1542
108,873,116,1398
108,931,113,1380
108,932,115,1410
108,933,109,1342
108,943,241,2768
108,984,126,1520
108,1020,92,1107
108,1028,132,1599
108,1077,260,3141
108,1144,207,2363
108,1154,243,2791
108,1173,558,7842
108,1225,64,770
108,1228,134,1616
108,1313,124,1496
108,1316,22,262
108,1322,40,483
108,1324,6,73
108,1326,5,55
108,1327,2,18
108,1329,5,55
108,1331,9,110
108,1348,31,372
108,1387,204,2247
108,1466,102,1238
108,1523,99,1192
108,1602,91,1100
108,1649,483,6948
108,1695,157,2016
108,1734,17,209
108,1751,122,1523
108,1797,154,1860
111,22,1015,15405
111,28,924,15951
111,108,1054,16093
111,112,966,15040
111,114,948,14818
111,165,1029,15439
111,166,1022,15422
111,181,1037,15887
111,188,1034,16825
111,190,919,15116
111,191,911,15209
111,288,1144,15717
111,304,1043,15474
111,390,903,14161
111,391,912,14265
111,428,1198,17764
111,468,1037,16728
111,470,1017,16247
111,489,1053,17069
111,546,1051,16053
111,566,1130,15682
111,615,1036,15457
111,619,1065,15526
111,620,1072,15543
111,629,1115,15648
111,630,1137,15700
111,825,1195,17721
111,833,1193,17696
111,854,1009,15483
111,858,1006,15447
111,869,1004,16985
111,873,966,14963
111,931,956,15650
111,932,958,15680
111,933,953,15612
111,943,847,15003
111,984,1052,17050
111,1020,999,15354
111,1028,971,15018
111,1077,1170,17417
111,1144,883,15428
111,1154,835,14856
111,1173,593,9663
111,1225,1011,15500
111,1228,966,16521
111,1313,976,14823
111,1316,1040,15924
111,1322,1058,16146
111,1324,1048,16020
111,1326,1049,16038
111,1327,1052,16075
111,1329,1058,16148
111,1331,1063,16203
111,1348,1049,16035
111,1387,914,15726
111,1466,1012,15514
111,1523,1008,15468
111,1602,999,15360
111,1649,719,12019
111,1695,952,14861
111,1734,1051,16064
111,1751,952,15793
111,1797,1064,16136
112,22,166,1906
112,28,103,1441
112,108,171,2181
112,111,964,15043
112,114,18,222
112,165,181,1941
112,166,173,1923
112,181,154,1975
112,188,180,2321
112,190,48,607
112,191,55,699
112,288,296,2218
112,304,195,1975
112,390,124,1612
112,391,133,1716
112,428,350,4265
112,468,183,2362
112,470,134,1737
112,489,200,2559
112,546,167,2141
112,566,281,2184
112,615,188,1958
112,619,217,2027
112,620,224,2045
112,629,267,2149
112,630,288,2201
112,825,346,4222
112,833,344,4197
112,854,149,1923
112,858,152,1948
112,869,190,2475
112,873,118,1464
112,931,83,1140
112,932,86,1171
112,933,80,1102
112,943,141,1738
112,984,198,2540
112,1020,150,1855
112,1028,122,1519
112,1077,321,3919
112,1144,108,1333
112,1154,143,1761
112,1173,464,6812
112,1225,148,1905
112,1228,152,2011
112,1313,128,1581
112,1316,157,2012
112,1322,175,2234
112,1324,165,2108
112,1326,166,2126
112,1327,169,2163
112,1329,175,2236
112,1331,180,2291
112,1348,166,2123
112,1387,104,1216
112,1466,164,2016
112,1523,160,1969
112,1602,151,1861
112,1649,390,5917
112,1695,15,179
112,1734,168,2152
112,1751,92,1283
112,1797,215,2637
114,22,148,1684
114,28,85,1219
114,108,152,1959
114,111,946,14821
114,112,18,222
114,165,162,1719
114,166,155,1701
114,181,135,1753
114,188,162,2099
114,190,29,385
114,191,37,477
114,288,277,1996
114,304,177,1753
114,390,106,1390
114,391,114,1494
114,428,331,4043
114,468,165,2140
114,470,116,1515
114,489,181,2337
114,546,149,1919
114,566,263,1962
114,615,169,1736
114,619,198,1805
114,620,205,1823
114,629,248,1927
114,630,270,1979
114,825,328,4000
114,833,326,3975
114,854,131,1701
114,858,134,1726
114,869,172,2253
114,873,100,1242
114,931,65,918
114,932,67,949
114,933,61,880
114,943,123,1516
114,984,180,2318
114,1020,132,1633
114,1028,104,1297
114,1077,303,3697
114,1144,89,1111
114,1154,125,1539
114,1173,446,6590
114,1225,130,1683
114,1228,134,1790
114,1313,109,1359
114,1316,138,1790
114,1322,157,2012
114,1324,146,1886
114,1326,148,1904
114,1327,151,1941
114,1329,157,2014
114,1331,161,2069
114,1348,148,1901
114,1387,86,994
114,1466,145,1794
114,1523,141,1747
114,1602,132,1639
114,1649,371,5696
114,1695,4,43
114,1734,150,1930
114,1751,74,1061
114,1797,197,2416
165,22,14,35
165,28,153,1637
165,108,96,874
165,111,1023,15365
165,112,187,2008
165,114,168,1786
165,166,7,18
165,181,105,984
165,188,182,1921
165,190,190,2085
165,191,198,2177
165,288,115,278
165,304,14,34
165,390,177,1934
165,391,186,2038
165,428,253,2777
165,468,174,1825
165,470,139,1402
165,489,229,2489
165,546,119,1150
165,566,101,243
165,615,7,17
165,619,36,87
165,620,43,104
165,629,86,208
165,630,108,260
165,825,250,2735
165,833,248,2710
165,854,82,708
165,858,79,672
165,869,224,2424
165,873,105,988
165,931,158,1652
165,932,161,1682
165,933,155,1614
165,943,284,3040
165,984,228,2471
165,1020,62,471
165,1028,113,1088
165,1077,225,2431
165,1144,250,2635
165,1154,286,3063
165,1173,602,8114
165,1225,57,410
165,1228,159,1645
165,1313,93,843
165,1316,108,1021
165,1322,126,1243
165,1324,116,1117
165,1326,117,1135
165,1327,120,1172
165,1329,126,1245
165,1331,131,1300
165,1348,117,1132
165,1387,247,2518
165,1466,67,527
165,1523,63,481
165,1602,62,465
165,1649,527,7219
165,1695,171,1825
165,1734,119,1161
165,1751,168,1795
165,1797,118,1144
166,22,7,17
166,28,145,1620
166,108,88,857
166,111,1016,15347
166,112,179,1990
166,114,161,1768
166,165,7,18
166,181,97,966
166,188,175,1904
166,190,183,2067
166,191,190,2160
166,288,122,295
166,304,22,52
166,390,170,1916
166,391,179,2021
166,428,246,2760
166,468,167,1807
166,470,132,1385
166,489,222,2472
166,546,111,1132
166,566,108,261
166,615,14,35
166,619,43,104
166,620,50,122
166,629,94,226
166,630,115,278
166,825,242,2717
166,833,240,2692
166,854,75,690
166,858,72,655
166,869,217,2406
166,873,98,971
166,931,151,1634
166,932,154,1664
166,933,148,1596
166,943,276,3022
166,984,221,2453
166,1020,55,454
166,1028,106,1071
166,1077,217,2414
166,1144,243,2617
166,1154,278,3045
166,1173,594,8096
166,1225,50,392
166,1228,152,1627
166,1313,86,826
166,1316,101,1003
166,1322,119,1225
166,1324,108,1099
166,1326,110,1117
166,1327,113,1154
166,1329,119,1227
166,1331,124,1282
166,1348,110,1114
166,1387,239,2501
166,1466,60,509
166,1523,56,463
166,1602,54,447
166,1649,520,7202
166,1695,164,1807
166,1734,112,1143
166,1751,160,1777
166,1797,111,1126
181,22,62,609
181,28,116,1475
181,108,19,225
181,111,1037,15812
181,112,155,1989
181,114,136,1767
181,165,77,644
181,166,69,626
181,188,79,956
181,190,130,1660
181,191,138,1753
181,288,192,922
181,304,91,678
181,390,191,2381
181,391,200,2485
181,428,272,3281
181,468,71,859
181,470,77,925
181,489,126,1524
181,546,14,166
181,566,177,887
181,615,84,661
181,619,112,731
181,620,120,748
181,629,163,852
181,630,184,904
181,825,268,3238
181,833,266,3213
181,854,48,581
181,858,51,617
181,869,127,1528
181,873,99,1192
181,931,96,1174
181,932,98,1204
181,933,92,1136
181,943,224,2562
181,984,125,1506
181,1020,81,975
181,1028,115,1393
181,1077,243,2935
181,1144,190,2157
181,1154,226,2586
181,1173,539,7636
181,1225,47,564
181,1228,123,1483
181,1313,107,1290
181,1316,3,37
181,1322,21,259
181,1324,13,151
181,1326,14,170
181,1327,17,206
181,1329,23,280
181,1331,28,335
181,1348,12,148
181,1387,187,2041
181,1466,85,1030
181,1523,81,984
181,1602,80,968
181,1649,464,6742
181,1695,140,1810
181,1734,16,195
181,1751,105,1317
181,1797,136,1647
188,22,140,1546
188,28,117,1464
188,108,80,970
188,111,1037,16749
188,112,180,2314
188,114,161,2092
188,165,154,1581
188,166,147,1564
188,181,79,956
188,190,155,1986
188,191,163,2017
188,288,269,1859
188,304,168,1616
188,390,260,3318
188,391,269,3423
188,428,349,4218
188,468,18,215
188,470,115,1385
188,489,61,742
188,546,93,1122
188,566,255,1824
188,615,161,1598
188,619,190,1668
188,620,197,1685
188,629,240,1790
188,630,262,1842
188,825,346,4175
188,833,344,4151
188,854,126,1519
188,858,129,1555
188,869,62,746
188,873,176,2130
188,931,110,1350
188,932,113,1380
188,933,107,1312
188,943,234,2552
188,984,60,724
188,1020,158,1912
188,1028,193,2331
188,1077,320,3872
188,1144,200,2146
188,1154,236,2575
188,1173,536,7626
188,1225,124,1501
188,1228,68,821
188,1313,184,2228
188,1316,82,993
188,1322,100,1215
188,1324,74,897
188,1326,76,915
188,1327,79,952
188,1329,85,1025
188,1331,89,1080
188,1348,91,1104
188,1387,197,2030
188,1466,163,1968
188,1523,159,1921
188,1602,158,1906
188,1649,461,6731
188,1695,165,2136
188,1734,63,761
188,1751,106,1306
188,1797,214,2585
190,22,152,1775
190,28,79,1092
190,108,146,1852
190,111,917,15120
190,112,48,607
190,114,29,385
190,165,166,1810
190,166,159,1792
190,181,129,1646
190,188,155,1993
190,191,8,93
190,288,281,2088
190,304,180,1844
190,390,128,1689
190,391,136,1793
190,428,353,4341
190,468,159,2033
190,470,110,1409
190,489,175,2230
190,546,143,1812
190,566,267,2053
190,615,173,1827
190,619,202,1896
190,620,209,1914
190,629,252,2018
190,630,274,2070
190,825,350,4298
190,833,348,4274
190,854,138,1747
190,858,141,1783
190,869,166,2125
190,873,121,1541
190,931,58,812
190,932,61,842
190,933,55,773
190,943,94,1132
190,984,174,2212
190,1020,154,1931
190,1028,126,1596
190,1077,325,3995
190,1144,60,726
190,1154,95,1155
190,1173,417,6206
190,1225,123,1577
190,1228,128,1662
190,1313,131,1658
190,1316,132,1683
190,1322,151,1905
190,1324,140,1779
190,1326,142,1797
190,1327,145,1834
190,1329,151,1907
190,1331,155,1962
190,1348,141,1794
190,1387,57,610
190,1466,167,2091
190,1523,163,2044
190,1602,154,1938
190,1649,342,5311
190,1695,33,428
190,1734,144,1823
190,1751,68,934
190,1797,218,2707
191,22,159,1868
191,28,86,999
191,108,154,1945
191,111,909,15212
191,112,55,699
191,114,37,477
191,165,174,1902
191,166,166,1885
191,181,137,1739
191,188,163,2085
191,190,8,93
191,288,289,2180
191,304,188,1937
191,390,135,1781
191,391,144,1886
191,428,361,4434
191,468,167,2126
191,470,117,1501
191,489,183,2323
191,546,151,1905
191,566,274,2145
191,615,181,1920
191,619,210,1989
191,620,217,2007
191,629,260,2111
191,630,282,2163
191,825,357,4391
191,833,355,4366
191,854,145,1840
191,858,148,1876
191,869,174,2033
191,873,129,1634
191,931,66,904
191,932,69,935
191,933,63,866
191,943,86,1039
191,984,181,2304
191,1020,161,2024
191,1028,134,1689
191,1077,332,4087
191,1144,52,634
191,1154,88,1062
191,1173,409,6113
191,1225,131,1669
191,1228,135,1570
191,1313,139,1750
191,1316,140,1776
191,1322,158,1998
191,1324,148,1872
191,1326,149,1890
191,1327,152,1927
191,1329,158,2000
191,1331,163,2055
191,1348,149,1887
191,1387,49,517
191,1466,175,2183
191,1523,171,2137
191,1602,162,2031
191,1649,334,5218
191,1695,40,521
191,1734,151,1916
191,1751,75,841
191,1797,226,2800
288,22,129,313
288,28,268,1915
288,108,211,1152
288,111,1138,15643
288,112,302,2286
288,114,283,2064
288,165,115,278
288,166,122,295
288,181,220,1262
288,188,297,2199
288,190,305,2362
288,191,313,2455
288,304,101,243
288,390,292,2212
288,391,301,2316
288,428,368,3055
288,468,289,2102
288,470,254,1680
288,489,344,2767
288,546,234,1428
288,566,14,35
288,615,108,261
288,619,79,191
288,620,72,174
288,629,29,70
288,630,7,17
288,825,365,3012
288,833,363,2988
288,854,197,986
288,858,194,950
288,869,339,2701
288,873,220,1266
288,931,273,1929
288,932,276,1960
288,933,270,1891
288,943,399,3318
288,984,343,2749
288,1020,177,749
288,1028,228,1366
288,1077,340,2709
288,1144,365,2913
288,1154,401,3341
288,1173,717,8392
288,1225,172,688
288,1228,274,1923
288,1313,208,1121
288,1316,223,1299
288,1322,241,1520
288,1324,231,1395
288,1326,232,1413
288,1327,235,1450
288,1329,241,1523
288,1331,246,1578
288,1348,232,1410
288,1387,362,2796
288,1466,182,805
288,1523,178,758
288,1602,177,743
288,1649,642,7497
288,1695,286,2103
288,1734,234,1438
288,1751,283,2072
288,1797,233,1422
304,22,29,69
304,28,167,1672
304,108,110,909
304,111,1037,15399
304,112,201,2042
304,114,182,1820
304,165,14,34
304,166,22,52
304,181,119,1018
304,188,197,1956
304,190,204,2119
304,191,212,2212
304,288,101,243
304,390,192,1968
304,391,200,2073
304,428,268,2812
304,468,189,1859
304,470,154,1437
304,489,244,2524
304,546,133,1185
304,566,86,209
304,615,7,17
304,619,22,52
304,620,29,70
304,629,72,174
304,630,94,226
304,825,264,2769
304,833,262,2744
304,854,96,743
304,858,93,707
304,869,238,2458
304,873,119,1023
304,931,173,1686
304,932,175,1716
304,933,170,1648
304,943,298,3074
304,984,242,2506
304,1020,77,506
304,1028,128,1123
304,1077,239,2466
304,1144,264,2669
304,1154,300,3098
304,1173,616,8148
304,1225,72,445
304,1228,174,1679
304,1313,107,878
304,1316,122,1055
304,1322,140,1277
304,1324,130,1151
304,1326,132,1169
304,1327,135,1206
304,1329,141,1279
304,1331,145,1334
304,1348,131,1166
304,1387,261,2553
304,1466,81,561
304,1523,77,515
304,1602,76,499
304,1649,541,7254
304,1695,186,1860
304,1734,134,1195
304,1751,182,1829
304,1797,132,1178
390,22,169,1943
390,28,186,2490
390,108,215,2632
390,111,908,14190
390,112,127,1578
390,114,108,1356
390,165,235,2589
390,166,227,2572
390,181,198,2426
390,188,263,3363
390,190,130,1655
390,191,138,1748
390,288,350,2867
390,304,249,2624
390,391,15,186
390,428,353,4302
390,468,266,3267
390,470,217,2786
390,489,282,3607
390,546,211,2592
390,566,335,2832
390,615,242,2606
390,619,270,2676
390,620,278,2693
390,629,321,2798
390,630,342,2850
390,825,350,4259
390,833,347,4234
390,854,164,2021
390,858,161,1986
390,869,273,3523
390,873,121,1502
390,931,166,2189
390,932,168,2219
390,933,162,2151
390,943,224,2787
390,984,281,3589
390,1020,154,1892
390,1028,126,1557
390,1077,324,3956
390,1144,190,2381
390,1154,226,2810
390,1173,547,7861
390,1225,166,2039
390,1228,235,3060
390,1313,131,1619
390,1316,201,2463
390,1322,219,2685
390,1324,209,2559
390,1326,210,2577
390,1327,213,2614
390,1329,219,2687
390,1331,224,2742
390,1348,210,2574
390,1387,187,2265
390,1466,167,2051
390,1523,163,2005
390,1602,154,1899
390,1649,472,6966
390,1695,111,1396
390,1734,212,2603
390,1751,175,2332
390,1797,218,2668
391,22,178,2047
391,28,194,2594
391,108,223,2736
391,111,917,14295
391,112,135,1683
391,114,117,1461
391,165,243,2694
391,166,236,2676
391,181,206,2530
391,188,271,3468
391,190,139,1759
391,191,146,1852
391,288,358,2971
391,304,257,2728
391,390,15,186
391,428,362,4406
391,468,275,3371
391,470,225,2890
391,489,291,3711
391,546,220,2696
391,566,344,2937
391,615,250,2711
391,619,279,2780
391,620,286,2798
391,629,329,2902
391,630,351,2954
391,825,358,4363
391,833,356,4339
391,854,173,2126
391,858,170,2090
391,869,282,3628
391,873,130,1606
391,931,174,2293
391,932,177,2323
391,933,171,2255
391,943,232,2891
391,984,289,3693
391,1020,162,1997
391,1028,134,1661
391,1077,333,4060
391,1144,199,2486
391,1154,234,2914
391,1173,556,7965
391,1225,174,2143
391,1228,243,3164
391,1313,139,1723
391,1316,209,2567
391,1322,228,2789
391,1324,217,2663
391,1326,219,2681
391,1327,222,2718
391,1329,228,2791
391,1331,232,2846
391,1348,219,2678
391,1387,195,2369
391,1466,175,2156
391,1523,171,2109
391,1602,163,2003
391,1649,481,7070
391,1695,120,1500
391,1734,221,2707
391,1751,183,2436
391,1797,226,2773
428,22,241,2771
428,28,348,4278
428,108,291,3515
428,111,1192,17690
428,112,356,4333
428,114,337,4111
428,165,311,3472
428,166,304,3454
428,181,274,3309
428,188,352,4246
428,190,359,4409
428,191,367,4502
428,288,426,3750
428,304,325,3506
428,390,347,4259
428,391,355,4363
428,468,344,4149
428,470,309,3727
428,489,399,4814
428,546,288,3475
428,566,412,3715
428,615,318,3489
428,619,347,3559
428,620,354,3576
428,629,397,3680
428,630,419,3733
428,825,6,67
428,833,6,67
428,854,251,3033
428,858,248,2997
428,869,393,4748
428,873,274,3313
428,931,328,3976
428,932,330,4007
428,933,325,3938
428,943,453,5365
428,984,397,4796
428,1020,212,2557
428,1028,283,3413
428,1077,38,453
428,1144,419,4959
428,1154,455,5388
428,1173,771,10439
428,1225,253,3051
428,1228,355,4286
428,1313,262,3168
428,1316,277,3346
428,1322,295,3567
428,1324,285,3441
428,1326,286,3460
428,1327,290,3496
428,1329,296,3570
428,1331,300,3625
428,1348,286,3456
428,1387,416,4843
428,1466,216,2613
428,1523,212,2566
428,1602,211,2551
428,1649,696,9544
428,1695,341,4150
428,1734,289,3485
428,1751,337,4119
428,1797,192,2314
468,22,132,1450
468,28,121,1505
468,108,72,873
468,111,1041,16652
468,112,183,2355
468,114,165,2133
468,165,146,1485
468,166,139,1467
468,181,71,859
468,188,18,215
468,190,159,2026
468,191,166,2057
468,288,261,1762
468,304,160,1519
468,390,261,3222
468,391,269,3326
468,428,341,4121
468,470,118,1426
468,489,65,783
468,546,85,1025
468,566,247,1728
468,615,153,1502
468,619,182,1571
468,620,189,1589
468,629,232,1693
468,630,254,1745
468,825,338,4078
468,833,336,4054
468,854,118,1422
468,858,121,1458
468,869,65,787
468,873,168,2033
468,931,114,1390
468,932,116,1421
468,933,110,1352
468,943,237,2592
468,984,63,765
468,1020,150,1815
468,1028,185,2234
468,1077,312,3775
468,1144,204,2187
468,1154,239,2615
468,1173,539,7666
468,1225,116,1404
468,1228,71,861
468,1313,176,2131
468,1316,74,896
468,1322,92,1118
468,1324,66,800
468,1326,68,818
468,1327,71,855
468,1329,77,928
468,1331,81,983
468,1348,83,1007
468,1387,200,2070
468,1466,155,1871
468,1523,151,1825
468,1602,150,1809
468,1649,464,6771
468,1695,168,2176
468,1734,55,664
468,1751,110,1347
468,1797,206,2488
470,22,98,1040
470,28,95,1224
470,108,92,1117
470,111,1020,16242
470,112,134,1737
470,114,116,1515
470,165,112,1075
470,166,105,1057
470,181,75,911
470,188,115,1385
470,190,110,1409
470,191,117,1501
470,288,227,1352
470,304,127,1109
470,390,214,2812
470,391,223,2916
470,428,307,3711
470,468,118,1426
470,489,134,1623
470,546,89,1077
470,566,213,1318
470,615,119,1092
470,619,148,1161
470,620,155,1179
470,629,199,1283
470,630,220,1335
470,825,304,3668
470,833,302,3644
470,854,84,1012
470,858,87,1048
470,869,128,1543
470,873,134,1623
470,931,75,923
470,932,77,953
470,933,72,884
470,943,203,2311
470,984,133,1604
470,1020,116,1405
470,1028,151,1824
470,1077,279,3365
470,1144,170,1906
470,1154,205,2334
470,1173,518,7385
470,1225,70,841
470,1228,89,1079
470,1313,143,1721
470,1316,78,948
470,1322,97,1170
470,1324,86,1044
470,1326,88,1062
470,1327,91,1099
470,1329,97,1172
470,1331,102,1227
470,1348,88,1059
470,1387,166,1789
470,1466,121,1461
470,1523,117,1415
470,1602,116,1399
470,1649,443,6490
470,1695,119,1559
470,1734,90,1088
470,1751,84,1066
470,1797,172,2078
489,22,187,2114
489,28,137,1702
489,108,127,1538
489,111,1057,17065
489,112,199,2552
489,114,181,2330
489,165,201,2149
489,166,194,2132
489,181,126,1524
489,188,61,742
489,190,175,2223
489,191,183,2254
489,288,316,2427
489,304,215,2184
489,390,280,3634
489,391,288,3738
489,428,396,4786
489,468,65,783
489,470,134,1623
489,546,140,1690
489,566,302,2392
489,615,208,2166
489,619,237,2236
489,620,244,2253
489,629,287,2358
489,630,309,2410
489,825,393,4743
489,833,391,4719
489,854,173,2087
489,858,176,2123
489,869,81,984
489,873,223,2698
489,931,130,1587
489,932,132,1618
489,933,127,1549
489,943,253,2789
489,984,29,356
489,1020,205,2480
489,1028,240,2899
489,1077,367,4440
489,1144,220,2384
489,1154,255,2812
489,1173,555,7863
489,1225,161,1942
489,1228,88,1058
489,1313,231,2795
489,1316,129,1561
489,1322,148,1783
489,1324,121,1465
489,1326,123,1483
489,1327,126,1520
489,1329,132,1593
489,1331,136,1648
489,1348,138,1672
489,1387,217,2267
489,1466,210,2536
489,1523,206,2489
489,1602,205,2474
489,1649,480,6968
489,1695,185,2373
489,1734,110,1329
489,1751,126,1544
489,1797,261,3152
546,22,76,775
546,28,130,1641
546,108,32,391
546,111,1051,15978
546,112,169,2155
546,114,150,1933
546,165,90,810
546,166,83,792
546,181,14,166
546,188,93,1122
546,190,144,1826
546,191,152,1919
546,288,205,1088
546,304,105,844
546,390,205,2547
546,391,213,2651
546,428,285,3447
546,468,85,1025
546,470,90,1091
546,489,140,1690
546,566,191,1053
546,615,97,827
546,619,126,897
546,620,133,914
546,629,177,1018
546,630,198,1070
546,825,282,3404
546,833,280,3379
546,854,62,747
546,858,65,783
546,869,140,1694
546,873,112,1358
546,931,109,1340
546,932,112,1370
546,933,106,1302
546,943,238,2728
546,984,138,1672
546,1020,94,1141
546,1028,129,1559
546,1077,257,3101
546,1144,204,2323
546,1154,240,2752
546,1173,553,7802
546,1225,60,730
546,1228,136,1649
546,1313,121,1456
546,1316,11,129
546,1322,8,93
546,1324,26,317
546,1326,28,336
546,1327,31,372
546,1329,37,446
546,1331,41,501
546,1348,2,18
546,1387,201,2207
546,1466,99,1196
546,1523,95,1150
546,1602,94,1134
546,1649,478,6908
546,1695,154,1976
546,1734,30,361
546,1751,119,1483
546,1797,150,1813
566,22,115,278
566,28,253,1880
566,108,196,1118
566,111,1124,15608
566,112,287,2251
566,114,269,2029
566,165,101,243
566,166,108,261
566,181,205,1227
566,188,283,2164
566,190,291,2328
566,191,298,2420
566,288,14,35
566,304,86,209
566,390,278,2177
566,391,287,2281
566,428,354,3020
566,468,275,2068
566,470,240,1645
566,489,330,2732
566,546,219,1393
566,615,94,226
566,619,65,156
566,620,58,139
566,629,14,35
566,630,7,17
566,825,350,2978
566,833,348,2953
566,854,183,951
566,858,180,915
566,869,325,2667
566,873,206,1231
566,931,259,1895
566,932,262,1925
566,933,256,1857
566,943,384,3283
566,984,329,2714
566,1020,163,714
566,1028,214,1331
566,1077,325,2674
566,1144,351,2878
566,1154,386,3306
566,1173,702,8357
566,1225,158,653
566,1228,260,1888
566,1313,194,1086
566,1316,208,1264
566,1322,227,1486
566,1324,216,1360
566,1326,218,1378
566,1327,221,1415
566,1329,227,1488
566,1331,232,1543
566,1348,218,1375
566,1387,347,2761
566,1466,167,770
566,1523,164,724
566,1602,162,708
566,1649,627,7462
566,1695,272,2068
566,1734,220,1404
566,1751,268,2038
566,1797,219,1387
615,22,22,52
615,28,160,1654
615,108,103,892
615,111,1030,15382
615,112,194,2025
615,114,175,1803
615,165,7,17
615,166,14,35
615,181,112,1001
615,188,189,1939
615,190,197,2102
615,191,205,2194
615,288,108,261
615,304,7,17
615,390,184,1951
615,391,193,2055
615,428,260,2795
615,468,181,1842
615,470,147,1420
615,489,236,2507
615,546,126,1167
615,566,94,226
615,619,29,70
615,620,36,87
615,629,79,191
615,630,101,243
615,825,257,2752
615,833,255,2727
615,854,89,725
615,858,86,689
615,869,231,2441
615,873,112,1005
615,931,166,1669
615,932,168,1699
615,933,162,1631
615,943,291,3057
615,984,235,2488
615,1020,69,489
615,1028,121,1105
615,1077,232,2448
615,1144,257,2652
615,1154,293,3080
615,1173,609,8131
615,1225,64,427
615,1228,167,1662
615,1313,100,860
615,1316,115,1038
615,1322,133,1260
615,1324,123,1134
615,1326,124,1152
615,1327,127,1189
615,1329,133,1262
615,1331,138,1317
615,1348,124,1149
615,1387,254,2535
615,1466,74,544
615,1523,70,498
615,1602,69,482
615,1649,534,7237
615,1695,179,1842
615,1734,126,1178
615,1751,175,1812
615,1797,125,1161
619,22,50,122
619,28,188,1724
619,108,132,961
619,111,1059,15452
619,112,222,2095
619,114,204,1873
619,165,36,87
619,166,43,104
619,181,141,1071
619,188,218,2008
619,190,226,2171
619,191,234,2264
619,288,79,191
619,304,22,52
619,390,213,2021
619,391,222,2125
619,428,289,2864
619,468,210,1911
619,470,175,1489
619,489,265,2576
619,546,154,1237
619,566,65,156
619,615,29,70
619,620,7,17
619,629,50,122
619,630,72,174
619,825,286,2821
619,833,284,2797
619,854,118,795
619,858,115,759
619,869,260,2510
619,873,141,1075
619,931,194,1738
619,932,197,1769
619,933,191,1700
619,943,320,3127
619,984,264,2558
619,1020,98,558
619,1028,149,1175
619,1077,260,2518
619,1144,286,2722
619,1154,321,3150
619,1173,638,8201
619,1225,93,497
619,1228,195,1732
619,1313,129,930
619,1316,144,1108
619,1322,162,1329
619,1324,152,1203
619,1326,153,1222
619,1327,156,1258
619,1329,162,1332
619,1331,167,1387
619,1348,153,1219
619,1387,283,2605
619,1466,103,614
619,1523,99,567
619,1602,98,552
619,1649,563,7306
619,1695,207,1912
619,1734,155,1247
619,1751,204,1881
619,1797,154,1230
620,22,58,139
620,28,196,1741
620,108,139,979
